date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-06-16,delhi,Brinjal,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-16,delhi,Brinjal (Big),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-16,delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-16,delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-16,delhi,French Beans,176,202 - 224,211 - 290,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-16,delhi,Garlic,270,311 - 343,324 - 446,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-16,delhi,Ginger,129,148 - 164,155 - 213,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-16,delhi,Onion Green,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-16,delhi,Green Peas,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-16,delhi,Ivy Gourd,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-16,delhi,Lemon (Lime),95,109 - 121,114 - 157,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-16,delhi,Mango Raw,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-16,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-16,delhi,Mushroom,79,91 - 100,95 - 130,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-16,delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-16,delhi,Ladies Finger,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-16,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-16,delhi,Radish,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-16,delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-16,delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-16,delhi,Snake Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-16,delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-16,delhi,Spinach,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-16,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-17,delhi,Onion Big,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-17,delhi,Onion Small,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-17,delhi,Tomato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-17,delhi,Green Chilli,64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-17,delhi,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-17,delhi,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-17,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-17,delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-17,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-17,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-17,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-17,delhi,Banana Flower,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-17,delhi,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-17,delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-17,delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-17,delhi,Butter Beans,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-17,delhi,Broad Beans,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-17,delhi,Cabbage,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-17,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-17,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-17,delhi,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-17,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-17,delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-17,delhi,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-17,delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-17,delhi,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-17,delhi,Cucumber,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-17,delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-17,delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-17,delhi,Drumsticks,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-17,delhi,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-17,delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-17,delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-17,delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-17,delhi,French Beans,105,121 - 133,126 - 173,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-17,delhi,Garlic,220,253 - 279,264 - 363,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-17,delhi,Ginger,135,155 - 171,162 - 223,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-17,delhi,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-17,delhi,Green Peas,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-17,delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-17,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-17,delhi,Mango Raw,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-17,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-17,delhi,Mushroom,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-17,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-17,delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-17,delhi,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-17,delhi,Radish,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-17,delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-17,delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-17,delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-17,delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-17,delhi,Spinach,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-17,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-18,delhi,Onion Big,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-18,delhi,Onion Small,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-18,delhi,Tomato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-18,delhi,Green Chilli,64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-18,delhi,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-18,delhi,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-18,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-18,delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-18,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-18,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-18,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-18,delhi,Banana Flower,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-18,delhi,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-18,delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-18,delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-18,delhi,Butter Beans,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-18,delhi,Broad Beans,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-18,delhi,Cabbage,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-18,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-18,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-18,delhi,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-18,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-18,delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-18,delhi,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-18,delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-18,delhi,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-18,delhi,Cucumber,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-18,delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-18,delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-18,delhi,Drumsticks,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-18,delhi,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-18,delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-18,delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-18,delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-18,delhi,French Beans,105,121 - 133,126 - 173,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-18,delhi,Garlic,220,253 - 279,264 - 363,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-18,delhi,Ginger,135,155 - 171,162 - 223,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-18,delhi,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-18,delhi,Green Peas,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-18,delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-18,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-18,delhi,Mango Raw,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-18,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-18,delhi,Mushroom,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-18,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-18,delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-18,delhi,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-18,delhi,Radish,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-18,delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-18,delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-18,delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-18,delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-18,delhi,Spinach,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-18,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-19,delhi,Onion Big,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-19,delhi,Onion Small,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-19,delhi,Tomato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-19,delhi,Green Chilli,64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-19,delhi,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-19,delhi,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-19,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-19,delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-19,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-19,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-19,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-19,delhi,Banana Flower,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-19,delhi,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-19,delhi,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-19,delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-19,delhi,Butter Beans,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-19,delhi,Broad Beans,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-19,delhi,Cabbage,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-19,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-19,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-19,delhi,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-19,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-19,delhi,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-19,delhi,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-19,delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-19,delhi,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-19,delhi,Cucumber,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-19,delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-19,delhi,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-19,delhi,Drumsticks,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-19,delhi,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-19,delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-19,delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-19,delhi,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-19,delhi,French Beans,105,121 - 133,126 - 173,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-19,delhi,Garlic,220,253 - 279,264 - 363,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-19,delhi,Ginger,135,155 - 171,162 - 223,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-19,delhi,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-19,delhi,Green Peas,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-19,delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-19,delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-19,delhi,Mango Raw,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-19,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-19,delhi,Mushroom,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-19,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-19,delhi,Ladies Finger,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-19,delhi,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-19,delhi,Radish,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-19,delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-19,delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-19,delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-19,delhi,Sorrel Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-19,delhi,Spinach,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-19,delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-20,delhi,Onion Big,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-20,delhi,Onion Small,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-20,delhi,Tomato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-20,delhi,Green Chilli,64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-20,delhi,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-20,delhi,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-20,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-20,delhi,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-20,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-20,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-20,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-20,delhi,Banana Flower,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-20,delhi,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
